Date,y,dayofweek,month,dayofyear,weekofyear,is_weekend,lag_1,lag_7,lag_14,lag_28,lag_365,roll_mean_7,roll_mean_28
2015-10-04,772,6,10,277,40,1,756.0,772.0,759.0,790.0,758.0,776.0,778.3571428571429
2015-10-05,775,0,10,278,41,0,772.0,781.0,791.0,784.0,779.0,776.0,777.7142857142857
2015-10-06,767,1,10,279,41,0,775.0,800.0,776.0,782.0,789.0,775.1428571428571,777.3928571428571
2015-10-07,771,2,10,280,41,0,767.0,770.0,794.0,770.0,796.0,770.4285714285714,776.8571428571429
2015-10-08,780,3,10,281,41,0,771.0,783.0,776.0,780.0,779.0,770.5714285714286,776.8928571428571
2015-10-09,786,4,10,282,41,0,780.0,770.0,778.0,788.0,787.0,770.1428571428571,776.8928571428571
2015-10-10,772,5,10,283,41,1,786.0,756.0,764.0,795.0,777.0,772.4285714285714,776.8214285714286
2015-10-11,766,6,10,284,41,1,772.0,772.0,772.0,790.0,796.0,774.7142857142857,776.0
2015-10-12,784,0,10,285,42,0,766.0,775.0,781.0,801.0,777.0,773.8571428571429,775.1428571428571
2015-10-13,770,1,10,286,42,0,784.0,767.0,800.0,784.0,782.0,775.1428571428571,774.5357142857143
2015-10-14,773,2,10,287,42,0,770.0,771.0,770.0,764.0,789.0,775.5714285714286,774.0357142857143
2015-10-15,777,3,10,288,42,0,773.0,780.0,783.0,765.0,774.0,775.8571428571429,774.3571428571429
2015-10-16,768,4,10,289,42,0,777.0,786.0,770.0,784.0,798.0,775.4285714285714,774.7857142857143
2015-10-17,786,5,10,290,42,1,768.0,772.0,756.0,747.0,784.0,772.8571428571429,774.2142857142857
2015-10-18,778,6,10,291,42,1,786.0,766.0,772.0,759.0,785.0,774.8571428571429,775.6071428571429
2015-10-19,768,0,10,292,43,0,778.0,784.0,775.0,791.0,790.0,776.5714285714286,776.2857142857143
2015-10-20,778,1,10,293,43,0,768.0,770.0,767.0,776.0,770.0,774.2857142857143,775.4642857142857
2015-10-21,790,2,10,294,43,0,778.0,773.0,771.0,794.0,779.0,775.4285714285714,775.5357142857143
2015-10-22,804,3,10,295,43,0,790.0,777.0,780.0,776.0,790.0,777.8571428571429,775.3928571428571
2015-10-23,785,4,10,296,43,0,804.0,768.0,786.0,778.0,783.0,781.7142857142857,776.3928571428571
2015-10-24,768,5,10,297,43,1,785.0,786.0,772.0,764.0,790.0,784.1428571428571,776.6428571428571
2015-10-25,769,6,10,298,43,1,768.0,778.0,766.0,772.0,780.0,781.5714285714286,776.7857142857143
2015-10-26,774,0,10,299,44,0,769.0,768.0,784.0,781.0,806.0,780.2857142857143,776.6785714285714
2015-10-27,764,1,10,300,44,0,774.0,778.0,770.0,800.0,783.0,781.1428571428571,776.4285714285714
2015-10-28,784,2,10,301,44,0,764.0,790.0,773.0,770.0,786.0,779.1428571428571,775.1428571428571
2015-10-29,787,3,10,302,44,0,784.0,804.0,777.0,783.0,796.0,778.2857142857143,775.6428571428571
2015-10-30,780,4,10,303,44,0,787.0,785.0,768.0,770.0,792.0,775.8571428571429,775.7857142857143
2015-10-31,778,5,10,304,44,1,780.0,768.0,786.0,756.0,774.0,775.1428571428571,776.1428571428571
2015-11-01,776,6,11,305,44,1,778.0,769.0,778.0,772.0,750.0,776.5714285714286,776.9285714285714
2015-11-02,770,0,11,306,45,0,776.0,774.0,768.0,775.0,793.0,777.5714285714286,777.0714285714286
2015-11-03,778,1,11,307,45,0,770.0,764.0,778.0,767.0,794.0,777.0,776.8928571428571
2015-11-04,793,2,11,308,45,0,778.0,784.0,790.0,771.0,777.0,779.0,777.2857142857143
2015-11-05,779,3,11,309,45,0,793.0,787.0,804.0,780.0,788.0,780.2857142857143,778.0714285714286
2015-11-06,779,4,11,310,45,0,779.0,780.0,785.0,786.0,799.0,779.1428571428571,778.0357142857143
2015-11-07,784,5,11,311,45,1,779.0,778.0,768.0,772.0,771.0,779.0,777.7857142857143
2015-11-08,777,6,11,312,45,1,784.0,776.0,769.0,766.0,782.0,779.8571428571429,778.2142857142857
2015-11-09,790,0,11,313,46,0,777.0,770.0,774.0,784.0,799.0,780.0,778.6071428571429
2015-11-10,798,1,11,314,46,0,790.0,778.0,764.0,770.0,789.0,782.8571428571429,778.8214285714286
2015-11-11,787,2,11,315,46,0,798.0,793.0,784.0,773.0,790.0,785.7142857142857,779.8214285714286
2015-11-12,804,3,11,316,46,0,787.0,779.0,787.0,777.0,773.0,784.8571428571429,780.3214285714286
2015-11-13,777,4,11,317,46,0,804.0,779.0,780.0,768.0,784.0,788.4285714285714,781.2857142857143
2015-11-14,780,5,11,318,46,1,777.0,784.0,778.0,786.0,780.0,788.1428571428571,781.6071428571429
2015-11-15,792,6,11,319,46,1,780.0,777.0,776.0,778.0,808.0,787.5714285714286,781.3928571428571
2015-11-16,802,0,11,320,47,0,792.0,790.0,770.0,768.0,798.0,789.7142857142857,781.8928571428571
2015-11-17,798,1,11,321,47,0,802.0,798.0,778.0,778.0,791.0,791.4285714285714,783.1071428571429
2015-11-18,797,2,11,322,47,0,798.0,787.0,793.0,790.0,787.0,791.4285714285714,783.8214285714286
2015-11-19,791,3,11,323,47,0,797.0,804.0,779.0,804.0,800.0,792.8571428571429,784.0714285714286
2015-11-20,803,4,11,324,47,0,791.0,777.0,779.0,785.0,785.0,791.0,783.6071428571429
2015-11-21,800,5,11,325,47,1,803.0,780.0,784.0,768.0,807.0,794.7142857142857,784.25
2015-11-22,793,6,11,326,47,1,800.0,792.0,777.0,769.0,801.0,797.5714285714286,785.3928571428571
2015-11-23,791,0,11,327,48,0,793.0,802.0,790.0,774.0,793.0,797.7142857142857,786.25
2015-11-24,805,1,11,328,48,0,791.0,798.0,798.0,764.0,783.0,796.1428571428571,786.8571428571429
2015-11-25,804,2,11,329,48,0,805.0,797.0,787.0,784.0,799.0,797.1428571428571,788.3214285714286
2015-11-26,778,3,11,330,48,0,804.0,791.0,804.0,787.0,785.0,798.1428571428571,789.0357142857143
2015-11-27,785,4,11,331,48,0,778.0,803.0,777.0,780.0,806.0,796.2857142857143,788.7142857142857
2015-11-28,797,5,11,332,48,1,785.0,800.0,780.0,778.0,798.0,793.7142857142857,788.8928571428571
2015-11-29,808,6,11,333,48,1,797.0,793.0,792.0,776.0,807.0,793.2857142857143,789.5714285714286
2015-11-30,802,0,11,334,49,0,808.0,791.0,802.0,770.0,801.0,795.4285714285714,790.7142857142857
2015-12-01,808,1,12,335,49,0,802.0,805.0,798.0,778.0,804.0,797.0,791.8571428571429
2015-12-02,797,2,12,336,49,0,808.0,804.0,797.0,793.0,809.0,797.4285714285714,792.9285714285714
2015-12-03,801,3,12,337,49,0,797.0,778.0,791.0,779.0,799.0,796.4285714285714,793.0714285714286
2015-12-04,818,4,12,338,49,0,801.0,785.0,803.0,779.0,797.0,799.7142857142857,793.8571428571429
2015-12-05,796,5,12,339,49,1,818.0,797.0,800.0,784.0,800.0,804.4285714285714,795.25
2015-12-06,800,6,12,340,49,1,796.0,808.0,793.0,777.0,817.0,804.2857142857143,795.6785714285714
2015-12-07,805,0,12,341,50,0,800.0,802.0,791.0,790.0,804.0,803.1428571428571,796.5
2015-12-08,820,1,12,342,50,0,805.0,808.0,805.0,798.0,786.0,803.5714285714286,797.0357142857143
2015-12-09,789,2,12,343,50,0,820.0,797.0,804.0,787.0,804.0,805.2857142857143,797.8214285714286
2015-12-10,813,3,12,344,50,0,789.0,801.0,778.0,804.0,799.0,804.1428571428571,797.8928571428571
2015-12-11,810,4,12,345,50,0,813.0,818.0,785.0,777.0,805.0,805.8571428571429,798.2142857142857
2015-12-12,796,5,12,346,50,1,810.0,796.0,797.0,780.0,800.0,804.7142857142857,799.3928571428571
2015-12-13,813,6,12,347,50,1,796.0,800.0,808.0,792.0,811.0,804.7142857142857,799.9642857142857
2015-12-14,828,0,12,348,51,0,813.0,805.0,802.0,802.0,807.0,806.5714285714286,800.7142857142857
2015-12-15,820,1,12,349,51,0,828.0,820.0,808.0,798.0,812.0,809.8571428571429,801.6428571428571
2015-12-16,829,2,12,350,51,0,820.0,789.0,797.0,797.0,823.0,809.8571428571429,802.4285714285714
2015-12-17,807,3,12,351,51,0,829.0,813.0,801.0,791.0,823.0,815.5714285714286,803.5714285714286
2015-12-18,823,4,12,352,51,0,807.0,810.0,818.0,803.0,817.0,814.7142857142857,804.1428571428571
2015-12-19,818,5,12,353,51,1,823.0,796.0,796.0,800.0,820.0,816.5714285714286,804.8571428571429
2015-12-20,813,6,12,354,51,1,818.0,813.0,800.0,793.0,837.0,819.7142857142857,805.5
2015-12-21,833,0,12,355,52,0,813.0,828.0,805.0,791.0,817.0,819.7142857142857,806.2142857142857
2015-12-22,819,1,12,356,52,0,833.0,820.0,820.0,805.0,825.0,820.4285714285714,807.7142857142857
2015-12-23,821,2,12,357,52,0,819.0,829.0,789.0,804.0,813.0,820.2857142857143,808.2142857142857
2015-12-24,814,3,12,358,52,0,821.0,807.0,813.0,778.0,823.0,819.1428571428571,808.8214285714286
2015-12-25,813,4,12,359,52,0,814.0,823.0,810.0,785.0,819.0,820.1428571428571,810.1071428571429
2015-12-26,823,5,12,360,52,1,813.0,818.0,796.0,797.0,821.0,818.7142857142857,811.1071428571429
2015-12-27,813,6,12,361,52,1,823.0,813.0,813.0,808.0,813.0,819.4285714285714,812.0357142857143
2015-12-28,831,0,12,362,53,0,813.0,833.0,828.0,802.0,812.0,819.4285714285714,812.2142857142857
2015-12-29,836,1,12,363,53,0,831.0,819.0,820.0,808.0,842.0,819.1428571428571,813.25
2015-12-30,825,2,12,364,53,0,836.0,821.0,829.0,797.0,828.0,821.5714285714286,814.25
2015-12-31,835,3,12,365,53,0,825.0,814.0,807.0,801.0,836.0,822.1428571428571,815.25
2016-01-01,834,4,1,1,53,0,835.0,813.0,823.0,818.0,838.0,825.1428571428571,816.4642857142857
2016-01-02,833,5,1,2,53,1,834.0,823.0,818.0,796.0,831.0,828.1428571428571,817.0357142857143
2016-01-03,842,6,1,3,53,1,833.0,813.0,813.0,800.0,814.0,829.5714285714286,818.3571428571429
2016-01-04,822,0,1,4,1,0,842.0,831.0,833.0,805.0,828.0,833.7142857142857,819.8571428571429
2016-01-05,819,1,1,5,1,0,822.0,836.0,819.0,820.0,830.0,832.4285714285714,820.4642857142857
2016-01-06,828,2,1,6,1,0,819.0,825.0,821.0,789.0,852.0,830.0,820.4285714285714
2016-01-07,835,3,1,7,1,0,828.0,835.0,814.0,813.0,832.0,830.4285714285714,821.8214285714286
2016-01-08,839,4,1,8,1,0,835.0,834.0,813.0,810.0,848.0,830.4285714285714,822.6071428571429
2016-01-09,835,5,1,9,1,1,839.0,833.0,823.0,796.0,839.0,831.1428571428571,823.6428571428571
2016-01-10,830,6,1,10,1,1,835.0,842.0,813.0,813.0,858.0,831.4285714285714,825.0357142857143
2016-01-11,856,0,1,11,2,0,830.0,822.0,831.0,828.0,852.0,829.7142857142857,825.6428571428571
2016-01-12,838,1,1,12,2,0,856.0,819.0,836.0,820.0,827.0,834.5714285714286,826.6428571428571
2016-01-13,841,2,1,13,2,0,838.0,828.0,825.0,829.0,844.0,837.2857142857143,827.2857142857143
2016-01-14,850,3,1,14,2,0,841.0,835.0,835.0,807.0,844.0,839.1428571428571,827.7142857142857
2016-01-15,833,4,1,15,2,0,850.0,839.0,834.0,823.0,838.0,841.2857142857143,829.25
2016-01-16,855,5,1,16,2,1,833.0,835.0,833.0,818.0,851.0,840.4285714285714,829.6071428571429
2016-01-17,843,6,1,17,2,1,855.0,830.0,842.0,813.0,852.0,843.2857142857143,830.9285714285714
2016-01-18,840,0,1,18,3,0,843.0,856.0,822.0,833.0,845.0,845.1428571428571,832.0
2016-01-19,836,1,1,19,3,0,840.0,838.0,819.0,819.0,843.0,842.8571428571429,832.25
2016-01-20,857,2,1,20,3,0,836.0,841.0,828.0,821.0,842.0,842.5714285714286,832.8571428571429
2016-01-21,852,3,1,21,3,0,857.0,850.0,835.0,814.0,843.0,844.8571428571429,834.1428571428571
2016-01-22,853,4,1,22,3,0,852.0,833.0,839.0,813.0,837.0,845.1428571428571,835.5
2016-01-23,844,5,1,23,3,1,853.0,855.0,835.0,823.0,841.0,848.0,836.9285714285714
2016-01-24,840,6,1,24,3,1,844.0,843.0,830.0,813.0,850.0,846.4285714285714,837.6785714285714
2016-01-25,846,0,1,25,4,0,840.0,840.0,856.0,831.0,855.0,846.0,838.6428571428571
2016-01-26,860,1,1,26,4,0,846.0,836.0,838.0,836.0,851.0,846.8571428571429,839.1785714285714
2016-01-27,842,2,1,27,4,0,860.0,857.0,841.0,825.0,854.0,850.2857142857143,840.0357142857143
2016-01-28,841,3,1,28,4,0,842.0,852.0,850.0,835.0,849.0,848.1428571428571,840.6428571428571
2016-01-29,856,4,1,29,4,0,841.0,853.0,833.0,834.0,868.0,846.5714285714286,840.8571428571429
2016-01-30,848,5,1,30,4,1,856.0,844.0,855.0,833.0,853.0,847.0,841.6428571428571
2016-01-31,873,6,1,31,4,1,848.0,840.0,843.0,842.0,862.0,847.5714285714286,842.1785714285714
2016-02-01,845,0,2,32,5,0,873.0,846.0,840.0,822.0,849.0,852.2857142857143,843.2857142857143
2016-02-02,863,1,2,33,5,0,845.0,860.0,836.0,819.0,857.0,852.1428571428571,844.1071428571429
2016-02-03,857,2,2,34,5,0,863.0,842.0,857.0,828.0,858.0,852.5714285714286,845.6785714285714
2016-02-04,862,3,2,35,5,0,857.0,841.0,852.0,835.0,861.0,854.7142857142857,846.7142857142857
2016-02-05,850,4,2,36,5,0,862.0,856.0,853.0,839.0,881.0,857.7142857142857,847.6785714285714
2016-02-06,868,5,2,37,5,1,850.0,848.0,844.0,835.0,860.0,856.8571428571429,848.0714285714286
2016-02-07,877,6,2,38,5,1,868.0,873.0,840.0,830.0,858.0,859.7142857142857,849.25
2016-02-08,857,0,2,39,6,0,877.0,845.0,846.0,856.0,866.0,860.2857142857143,850.9285714285714
2016-02-09,882,1,2,40,6,0,857.0,863.0,860.0,838.0,872.0,862.0,850.9642857142857
2016-02-10,870,2,2,41,6,0,882.0,857.0,842.0,841.0,874.0,864.7142857142857,852.5357142857143
2016-02-11,863,3,2,42,6,0,870.0,862.0,841.0,850.0,886.0,866.5714285714286,853.5714285714286
2016-02-12,862,4,2,43,6,0,863.0,850.0,856.0,833.0,880.0,866.7142857142857,854.0357142857143
2016-02-13,865,5,2,44,6,1,862.0,868.0,848.0,855.0,868.0,868.4285714285714,855.0714285714286
2016-02-14,880,6,2,45,6,1,865.0,877.0,873.0,843.0,858.0,868.0,855.4285714285714
2016-02-15,863,0,2,46,7,0,880.0,857.0,845.0,840.0,877.0,868.4285714285714,856.75
2016-02-16,872,1,2,47,7,0,863.0,882.0,863.0,836.0,865.0,869.2857142857143,857.5714285714286
2016-02-17,870,2,2,48,7,0,872.0,870.0,857.0,857.0,876.0,867.8571428571429,858.8571428571429
2016-02-18,865,3,2,49,7,0,870.0,863.0,862.0,852.0,852.0,867.8571428571429,859.3214285714286
2016-02-19,847,4,2,50,7,0,865.0,862.0,850.0,853.0,880.0,868.1428571428571,859.7857142857143
2016-02-20,860,5,2,51,7,1,847.0,865.0,868.0,844.0,869.0,866.0,859.5714285714286
2016-02-21,869,6,2,52,7,1,860.0,880.0,877.0,840.0,868.0,865.2857142857143,860.1428571428571
2016-02-22,880,0,2,53,8,0,869.0,863.0,857.0,846.0,870.0,863.7142857142857,861.1785714285714
2016-02-23,864,1,2,54,8,0,880.0,872.0,882.0,860.0,867.0,866.1428571428571,862.3928571428571
2016-02-24,862,2,2,55,8,0,864.0,870.0,870.0,842.0,888.0,865.0,862.5357142857143
2016-02-25,877,3,2,56,8,0,862.0,865.0,863.0,841.0,870.0,863.8571428571429,863.25
2016-02-26,878,4,2,57,8,0,877.0,847.0,862.0,856.0,875.0,865.5714285714286,864.5357142857143
2016-02-27,858,5,2,58,8,1,878.0,860.0,865.0,848.0,873.0,870.0,865.3214285714286
2016-02-28,866,6,2,59,8,1,858.0,869.0,880.0,873.0,875.0,869.7142857142857,865.6785714285714
2016-02-29,871,0,2,60,9,0,866.0,880.0,863.0,845.0,877.0,869.2857142857143,865.4285714285714
2016-03-01,873,1,3,61,9,0,871.0,864.0,872.0,863.0,875.0,868.0,866.3571428571429
2016-03-02,847,2,3,62,9,0,873.0,862.0,870.0,857.0,868.0,869.2857142857143,866.7142857142857
2016-03-03,885,3,3,63,9,0,847.0,877.0,865.0,862.0,882.0,867.1428571428571,866.3571428571429
2016-03-04,872,4,3,64,9,0,885.0,878.0,847.0,850.0,882.0,868.2857142857143,867.1785714285714
2016-03-05,887,5,3,65,9,1,872.0,858.0,860.0,868.0,877.0,867.4285714285714,867.9642857142857
2016-03-06,882,6,3,66,9,1,887.0,866.0,869.0,877.0,873.0,871.5714285714286,868.6428571428571
2016-03-07,890,0,3,67,10,0,882.0,871.0,880.0,857.0,878.0,873.8571428571429,868.8214285714286
2016-03-08,886,1,3,68,10,0,890.0,873.0,864.0,882.0,864.0,876.5714285714286,870.0
2016-03-09,865,2,3,69,10,0,886.0,847.0,862.0,870.0,887.0,878.4285714285714,870.1428571428571
2016-03-10,879,3,3,70,10,0,865.0,885.0,877.0,863.0,878.0,881.0,869.9642857142857
2016-03-11,882,4,3,71,10,0,879.0,872.0,878.0,862.0,871.0,880.1428571428571,870.5357142857143
2016-03-12,893,5,3,72,10,1,882.0,887.0,858.0,865.0,876.0,881.5714285714286,871.25
2016-03-13,883,6,3,73,10,1,893.0,882.0,866.0,880.0,880.0,882.4285714285714,872.25
2016-03-14,877,0,3,74,11,0,883.0,890.0,871.0,863.0,886.0,882.5714285714286,872.3571428571429
2016-03-15,880,1,3,75,11,0,877.0,886.0,873.0,872.0,909.0,880.7142857142857,872.8571428571429
2016-03-16,885,2,3,76,11,0,880.0,865.0,847.0,870.0,878.0,879.8571428571429,873.1428571428571
2016-03-17,877,3,3,77,11,0,885.0,879.0,885.0,865.0,895.0,882.7142857142857,873.6785714285714
2016-03-18,879,4,3,78,11,0,877.0,882.0,872.0,847.0,898.0,882.4285714285714,874.1071428571429
2016-03-19,884,5,3,79,11,1,879.0,893.0,887.0,860.0,885.0,882.0,875.25
2016-03-20,882,6,3,80,11,1,884.0,883.0,882.0,869.0,879.0,880.7142857142857,876.1071428571429
2016-03-21,881,0,3,81,12,0,882.0,877.0,890.0,880.0,890.0,880.5714285714286,876.5714285714286
2016-03-22,871,1,3,82,12,0,881.0,880.0,886.0,864.0,898.0,881.1428571428571,876.6071428571429
2016-03-23,891,2,3,83,12,0,871.0,885.0,865.0,862.0,891.0,879.8571428571429,876.8571428571429
2016-03-24,886,3,3,84,12,0,891.0,877.0,879.0,877.0,898.0,880.7142857142857,877.8928571428571
2016-03-25,890,4,3,85,12,0,886.0,879.0,882.0,878.0,872.0,882.0,878.2142857142857
2016-03-26,878,5,3,86,12,1,890.0,884.0,893.0,858.0,901.0,883.5714285714286,878.6428571428571
2016-03-27,879,6,3,87,12,1,878.0,882.0,883.0,866.0,880.0,882.7142857142857,879.3571428571429
2016-03-28,878,0,3,88,13,0,879.0,881.0,877.0,871.0,874.0,882.2857142857143,879.8214285714286
2016-03-29,883,1,3,89,13,0,878.0,871.0,880.0,873.0,889.0,881.8571428571429,880.0714285714286
2016-03-30,892,2,3,90,13,0,883.0,891.0,885.0,847.0,892.0,883.5714285714286,880.4285714285714
2016-03-31,878,3,3,91,13,0,892.0,886.0,877.0,885.0,887.0,883.7142857142857,882.0357142857143
2016-04-01,884,4,4,92,13,0,878.0,890.0,879.0,872.0,891.0,882.5714285714286,881.7857142857143
2016-04-02,878,5,4,93,13,1,884.0,878.0,884.0,887.0,875.0,881.7142857142857,882.2142857142857
2016-04-03,892,6,4,94,13,1,878.0,879.0,882.0,882.0,887.0,881.7142857142857,881.8928571428571
2016-04-04,877,0,4,95,14,0,892.0,878.0,881.0,890.0,884.0,883.5714285714286,882.25
2016-04-05,895,1,4,96,14,0,877.0,883.0,871.0,886.0,876.0,883.4285714285714,881.7857142857143
2016-04-06,878,2,4,97,14,0,895.0,892.0,891.0,865.0,878.0,885.1428571428571,882.1071428571429
2016-04-07,880,3,4,98,14,0,878.0,878.0,886.0,879.0,872.0,883.1428571428571,882.5714285714286
2016-04-08,880,4,4,99,14,0,880.0,884.0,890.0,882.0,874.0,883.4285714285714,882.6071428571429
2016-04-09,864,5,4,100,14,1,880.0,878.0,878.0,893.0,890.0,882.8571428571429,882.5357142857143
2016-04-10,880,6,4,101,14,1,864.0,892.0,879.0,883.0,891.0,880.8571428571429,881.5
2016-04-11,895,0,4,102,15,0,880.0,877.0,878.0,877.0,870.0,879.1428571428571,881.3928571428571
2016-04-12,882,1,4,103,15,0,895.0,895.0,883.0,880.0,888.0,881.7142857142857,882.0357142857143
2016-04-13,886,2,4,104,15,0,882.0,878.0,892.0,885.0,903.0,879.8571428571429,882.1071428571429
2016-04-14,881,3,4,105,15,0,886.0,880.0,878.0,877.0,886.0,881.0,882.1428571428571
2016-04-15,877,4,4,106,15,0,881.0,880.0,884.0,879.0,863.0,881.1428571428571,882.2857142857143
2016-04-16,870,5,4,107,15,1,877.0,864.0,878.0,884.0,881.0,880.7142857142857,882.2142857142857
2016-04-17,888,6,4,108,15,1,870.0,880.0,892.0,882.0,870.0,881.5714285714286,881.7142857142857
2016-04-18,881,0,4,109,16,0,888.0,895.0,877.0,881.0,869.0,882.7142857142857,881.9285714285714
2016-04-19,900,1,4,110,16,0,881.0,882.0,895.0,871.0,879.0,880.7142857142857,881.9285714285714
2016-04-20,872,2,4,111,16,0,900.0,886.0,878.0,891.0,891.0,883.2857142857143,882.9642857142857
2016-04-21,881,3,4,112,16,0,872.0,881.0,880.0,886.0,885.0,881.2857142857143,882.2857142857143
2016-04-22,861,4,4,113,16,0,881.0,877.0,880.0,890.0,878.0,881.2857142857143,882.1071428571429
2016-04-23,876,5,4,114,16,1,861.0,870.0,864.0,878.0,881.0,879.0,881.0714285714286
2016-04-24,874,6,4,115,16,1,876.0,888.0,880.0,879.0,863.0,879.8571428571429,881.0
2016-04-25,884,0,4,116,17,0,874.0,881.0,895.0,878.0,894.0,877.8571428571429,880.8214285714286
2016-04-26,879,1,4,117,17,0,884.0,900.0,882.0,883.0,888.0,878.2857142857143,881.0357142857143
2016-04-27,884,2,4,118,17,0,879.0,872.0,886.0,892.0,888.0,875.2857142857143,880.8928571428571
2016-04-28,887,3,4,119,17,0,884.0,881.0,881.0,878.0,879.0,877.0,880.6071428571429
2016-04-29,871,4,4,120,17,0,887.0,861.0,877.0,884.0,889.0,877.8571428571429,880.9285714285714
2016-04-30,868,5,4,121,17,1,871.0,876.0,870.0,878.0,874.0,879.2857142857143,880.4642857142857
2016-05-01,892,6,5,122,17,1,868.0,874.0,888.0,892.0,879.0,878.1428571428571,880.1071428571429
2016-05-02,888,0,5,123,18,0,892.0,884.0,881.0,877.0,867.0,880.7142857142857,880.1071428571429
2016-05-03,881,1,5,124,18,0,888.0,879.0,900.0,895.0,861.0,881.2857142857143,880.5
2016-05-04,878,2,5,125,18,0,881.0,884.0,872.0,878.0,875.0,881.5714285714286,880.0
2016-05-05,877,3,5,126,18,0,878.0,887.0,881.0,880.0,874.0,880.7142857142857,880.0
2016-05-06,876,4,5,127,18,0,877.0,871.0,861.0,880.0,874.0,879.2857142857143,879.8928571428571
2016-05-07,868,5,5,128,18,1,876.0,868.0,876.0,864.0,882.0,880.0,879.75
2016-05-08,863,6,5,129,18,1,868.0,892.0,874.0,880.0,874.0,880.0,879.8928571428571
2016-05-09,874,0,5,130,19,0,863.0,888.0,884.0,895.0,861.0,875.8571428571429,879.2857142857143
2016-05-10,855,1,5,131,19,0,874.0,881.0,879.0,882.0,871.0,873.8571428571429,878.5357142857143
2016-05-11,879,2,5,132,19,0,855.0,878.0,884.0,886.0,866.0,870.1428571428571,877.5714285714286
2016-05-12,852,3,5,133,19,0,879.0,877.0,887.0,881.0,881.0,870.2857142857143,877.3214285714286
2016-05-13,862,4,5,134,19,0,852.0,876.0,871.0,877.0,865.0,866.7142857142857,876.2857142857143
2016-05-14,868,5,5,135,19,1,862.0,868.0,868.0,870.0,878.0,864.7142857142857,875.75
2016-05-15,860,6,5,136,19,1,868.0,863.0,892.0,888.0,844.0,864.7142857142857,875.6785714285714
2016-05-16,868,0,5,137,20,0,860.0,874.0,888.0,881.0,888.0,864.2857142857143,874.6785714285714
2016-05-17,871,1,5,138,20,0,868.0,855.0,881.0,900.0,862.0,863.4285714285714,874.2142857142857
2016-05-18,867,2,5,139,20,0,871.0,879.0,878.0,872.0,872.0,865.7142857142857,873.1785714285714
2016-05-19,865,3,5,140,20,0,867.0,852.0,877.0,881.0,866.0,864.0,873.0
2016-05-20,880,4,5,141,20,0,865.0,862.0,876.0,861.0,845.0,865.8571428571429,872.4285714285714
2016-05-21,855,5,5,142,20,1,880.0,868.0,868.0,876.0,848.0,868.4285714285714,873.1071428571429
2016-05-22,867,6,5,143,20,1,855.0,860.0,863.0,874.0,857.0,866.5714285714286,872.3571428571429
2016-05-23,864,0,5,144,21,0,867.0,868.0,874.0,884.0,851.0,867.5714285714286,872.1071428571429
2016-05-24,862,1,5,145,21,0,864.0,871.0,855.0,879.0,839.0,867.0,871.3928571428571
2016-05-25,871,2,5,146,21,0,862.0,867.0,879.0,884.0,861.0,865.7142857142857,870.7857142857143
2016-05-26,856,3,5,147,21,0,871.0,865.0,852.0,887.0,852.0,866.2857142857143,870.3214285714286
2016-05-27,861,4,5,148,21,0,856.0,880.0,862.0,871.0,855.0,865.0,869.2142857142857
2016-05-28,853,5,5,149,21,1,861.0,855.0,868.0,868.0,848.0,862.2857142857143,868.8571428571429
2016-05-29,854,6,5,150,21,1,853.0,867.0,860.0,892.0,853.0,862.0,868.3214285714286
2016-05-30,844,0,5,151,22,0,854.0,864.0,868.0,888.0,872.0,860.1428571428571,866.9642857142857
2016-05-31,861,1,5,152,22,0,844.0,862.0,871.0,881.0,862.0,857.2857142857143,865.3928571428571
2016-06-01,854,2,6,153,22,0,861.0,871.0,867.0,878.0,864.0,857.1428571428571,864.6785714285714
2016-06-02,852,3,6,154,22,0,854.0,856.0,865.0,877.0,856.0,854.7142857142857,863.8214285714286
2016-06-03,862,4,6,155,22,0,852.0,861.0,880.0,876.0,861.0,854.1428571428571,862.9285714285714
2016-06-04,871,5,6,156,22,1,862.0,853.0,855.0,868.0,847.0,854.2857142857143,862.4285714285714
2016-06-05,862,6,6,157,22,1,871.0,854.0,867.0,863.0,862.0,856.8571428571429,862.5357142857143
2016-06-06,847,0,6,158,23,0,862.0,844.0,864.0,874.0,840.0,858.0,862.5
2016-06-07,842,1,6,159,23,0,847.0,861.0,862.0,855.0,834.0,858.4285714285714,861.5357142857143
2016-06-08,841,2,6,160,23,0,842.0,854.0,871.0,879.0,841.0,855.7142857142857,861.0714285714286
2016-06-09,839,3,6,161,23,0,841.0,852.0,856.0,852.0,847.0,853.8571428571429,859.7142857142857
2016-06-10,875,4,6,162,23,0,839.0,862.0,861.0,862.0,839.0,852.0,859.25
2016-06-11,835,5,6,163,23,1,875.0,871.0,853.0,868.0,847.0,853.8571428571429,859.7142857142857
2016-06-12,844,6,6,164,23,1,835.0,862.0,854.0,860.0,828.0,848.7142857142857,858.5357142857143
2016-06-13,829,0,6,165,24,0,844.0,847.0,844.0,868.0,841.0,846.1428571428571,857.9642857142857
2016-06-14,845,1,6,166,24,0,829.0,842.0,861.0,871.0,849.0,843.5714285714286,856.5714285714286
2016-06-15,859,2,6,167,24,0,845.0,841.0,854.0,867.0,839.0,844.0,855.6428571428571
2016-06-16,836,3,6,168,24,0,859.0,839.0,852.0,865.0,836.0,846.5714285714286,855.3571428571429
